instance_id,alpha,horizon,minimal_robust_rank,horizon_slack_above_minimal_rank,world_count,dfa_state_count,dynamic_regret_objective,root_action,reachable_policy_state_count,reachable_policy_map_sha256,reachable_policy_map_json,generated_agent_states,generated_env_actions,generated_action_branches,value_expanded_state_budgets,pruned_actions_by_bound,exact_mean_regret,exact_cvar95_regret,exact_worst_regret,all_worlds_satisfied,warmup_runs,timed_repetitions,initialization_median_s,solve_median_s,total_median_s,total_min_s,total_max_s,runtime_scope,comparison_max_horizon,value_equal_to_max_horizon,reachable_policy_equal_to_max_horizon,joint_value_policy_equal_to_max_horizon,first_value_stable_h_through_max,first_policy_stable_h_through_max,first_joint_stable_h_through_max,joint_stabilization_observed_through_max,exact_world_enumeration
intel_lab_full_support,0,9,9,0,32,4,3.80188415147,bl,9,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,"[{""action"":""bl"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":1,""knowledge"":[],""q"":""q0"",""x"":""bl""},{""action"":""ext"",""depth"":2,""knowledge"":[],""q"":""q0"",""x"":""lm""},{""action"":""lm"",""depth"":3,""knowledge"":[],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":4,""knowledge"":[],""q"":""q1"",""x"":""lm""},{""action"":""s"",""depth"":5,""knowledge"":[],""q"":""q1"",""x"":""bl""},{""action"":""br"",""depth"":6,""knowledge"":[],""q"":""q1"",""x"":""s""},{""action"":""rm"",""depth"":7,""knowledge"":[],""q"":""q1"",""x"":""br""},{""action"":""fire"",""depth"":8,""knowledge"":[],""q"":""q1"",""x"":""rm""}]",334,432,494,12,6,3.80188415147,6.36081125014,6.36081125014,1,1,3,0.00227319996338,0.0295102000237,0.0317335000727,0.0316748000914,0.0355103999609,local_diagnostic_not_submission_grade,13,0,0,0,11,11,11,1,1
intel_lab_full_support,0,10,9,1,32,4,3.80188415147,bl,9,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,"[{""action"":""bl"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":1,""knowledge"":[],""q"":""q0"",""x"":""bl""},{""action"":""ext"",""depth"":2,""knowledge"":[],""q"":""q0"",""x"":""lm""},{""action"":""lm"",""depth"":3,""knowledge"":[],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":4,""knowledge"":[],""q"":""q1"",""x"":""lm""},{""action"":""s"",""depth"":5,""knowledge"":[],""q"":""q1"",""x"":""bl""},{""action"":""br"",""depth"":6,""knowledge"":[],""q"":""q1"",""x"":""s""},{""action"":""rm"",""depth"":7,""knowledge"":[],""q"":""q1"",""x"":""br""},{""action"":""fire"",""depth"":8,""knowledge"":[],""q"":""q1"",""x"":""rm""}]",424,596,671,12,6,3.80188415147,6.36081125014,6.36081125014,1,1,3,0.00216799997725,0.0379508000333,0.0401796000078,0.0401188000105,0.0423522000201,local_diagnostic_not_submission_grade,13,0,0,0,11,11,11,1,1
intel_lab_full_support,0,11,9,2,32,4,3.41199541333,d0,29,C0D853929A0DAB7C8F11BE873737C7A016634087CE1D0A4D09C4010B9C458D3C,"[{""action"":""d0"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""s"",""depth"":1,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""d0""},{""action"":""lm"",""depth"":1,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""d0""},{""action"":""ext"",""depth"":2,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""lm""},{""action"":""bl"",""depth"":2,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""bl""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""ext""},{""action"":""ext"",""depth"":4,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""lm""},{""action"":""d1"",""depth"":4,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""lm""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""d1""},{""action"":""tm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""d1""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""lm""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""lm""},{""action"":""d2"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""tm""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""bl""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""bl""},{""action"":""tm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""d2""},{""action"":""rm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""d2""},{""action"":""fire"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""rm""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""s""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""s""},{""action"":""tr"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tm""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tr""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""rm""}]",1251,1845,1977,222,160,3.41199541333,6.78291306211,6.78291306211,1,1,3,0.0021979000885,0.111168500036,0.113329300075,0.112023499911,0.117999900016,local_diagnostic_not_submission_grade,13,1,1,1,11,11,11,1,1
intel_lab_full_support,0,12,9,3,32,4,3.41199541333,d0,29,C0D853929A0DAB7C8F11BE873737C7A016634087CE1D0A4D09C4010B9C458D3C,"[{""action"":""d0"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""s"",""depth"":1,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""d0""},{""action"":""lm"",""depth"":1,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""d0""},{""action"":""ext"",""depth"":2,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""lm""},{""action"":""bl"",""depth"":2,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""bl""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""ext""},{""action"":""ext"",""depth"":4,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""lm""},{""action"":""d1"",""depth"":4,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""lm""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""d1""},{""action"":""tm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""d1""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""lm""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""lm""},{""action"":""d2"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""tm""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""bl""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""bl""},{""action"":""tm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""d2""},{""action"":""rm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""d2""},{""action"":""fire"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""rm""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""s""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""s""},{""action"":""tr"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tm""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tr""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""rm""}]",1534,2427,2624,225,163,3.41199541333,6.78291306211,6.78291306211,1,1,3,0.00227349996567,0.136707099969,0.139045399963,0.135527399951,0.139988899929,local_diagnostic_not_submission_grade,13,1,1,1,11,11,11,1,1
intel_lab_full_support,0,13,9,4,32,4,3.41199541333,d0,29,C0D853929A0DAB7C8F11BE873737C7A016634087CE1D0A4D09C4010B9C458D3C,"[{""action"":""d0"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""s"",""depth"":1,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""d0""},{""action"":""lm"",""depth"":1,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""d0""},{""action"":""ext"",""depth"":2,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""lm""},{""action"":""bl"",""depth"":2,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""bl""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""ext""},{""action"":""ext"",""depth"":4,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""lm""},{""action"":""d1"",""depth"":4,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""lm""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""d1""},{""action"":""tm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""d1""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""lm""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""lm""},{""action"":""d2"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""tm""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""bl""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""bl""},{""action"":""tm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""d2""},{""action"":""rm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""d2""},{""action"":""fire"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""rm""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""s""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""s""},{""action"":""tr"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tm""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tr""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""rm""}]",2522,4035,4143,902,693,3.41199541333,6.78291306211,6.78291306211,1,1,3,0.00229079998098,0.253385500051,0.255560599966,0.24784830003,0.272885999992,local_diagnostic_not_submission_grade,13,1,1,1,11,11,11,1,1
intel_lab_full_support,0.25,9,9,0,32,4,4.85863554792,bl,9,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,"[{""action"":""bl"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":1,""knowledge"":[],""q"":""q0"",""x"":""bl""},{""action"":""ext"",""depth"":2,""knowledge"":[],""q"":""q0"",""x"":""lm""},{""action"":""lm"",""depth"":3,""knowledge"":[],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":4,""knowledge"":[],""q"":""q1"",""x"":""lm""},{""action"":""s"",""depth"":5,""knowledge"":[],""q"":""q1"",""x"":""bl""},{""action"":""br"",""depth"":6,""knowledge"":[],""q"":""q1"",""x"":""s""},{""action"":""rm"",""depth"":7,""knowledge"":[],""q"":""q1"",""x"":""br""},{""action"":""fire"",""depth"":8,""knowledge"":[],""q"":""q1"",""x"":""rm""}]",334,432,494,12,4,3.80188415147,6.36081125014,6.36081125014,1,1,3,0.00224820000585,0.0318885999732,0.0343826999888,0.0327341000084,0.0344394999556,local_diagnostic_not_submission_grade,13,0,0,0,11,11,11,1,1
intel_lab_full_support,0.25,10,9,1,32,4,4.85863554792,bl,9,E306680DA651ADFDDF81BC1101426FA39DE41496199C29D6CBC48BE7C6C4FCA7,"[{""action"":""bl"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":1,""knowledge"":[],""q"":""q0"",""x"":""bl""},{""action"":""ext"",""depth"":2,""knowledge"":[],""q"":""q0"",""x"":""lm""},{""action"":""lm"",""depth"":3,""knowledge"":[],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":4,""knowledge"":[],""q"":""q1"",""x"":""lm""},{""action"":""s"",""depth"":5,""knowledge"":[],""q"":""q1"",""x"":""bl""},{""action"":""br"",""depth"":6,""knowledge"":[],""q"":""q1"",""x"":""s""},{""action"":""rm"",""depth"":7,""knowledge"":[],""q"":""q1"",""x"":""br""},{""action"":""fire"",""depth"":8,""knowledge"":[],""q"":""q1"",""x"":""rm""}]",424,596,671,12,4,3.80188415147,6.36081125014,6.36081125014,1,1,3,0.00224149995483,0.0414987000404,0.0437749000266,0.0437114000088,0.0454714000225,local_diagnostic_not_submission_grade,13,0,0,0,11,11,11,1,1
intel_lab_full_support,0.25,11,9,2,32,4,4.48733652082,d0,29,C0D853929A0DAB7C8F11BE873737C7A016634087CE1D0A4D09C4010B9C458D3C,"[{""action"":""d0"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""s"",""depth"":1,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""d0""},{""action"":""lm"",""depth"":1,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""d0""},{""action"":""ext"",""depth"":2,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""lm""},{""action"":""bl"",""depth"":2,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""bl""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""ext""},{""action"":""ext"",""depth"":4,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""lm""},{""action"":""d1"",""depth"":4,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""lm""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""d1""},{""action"":""tm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""d1""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""lm""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""lm""},{""action"":""d2"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""tm""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""bl""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""bl""},{""action"":""tm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""d2""},{""action"":""rm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""d2""},{""action"":""fire"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""rm""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""s""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""s""},{""action"":""tr"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tm""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tr""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""rm""}]",1294,1927,2070,222,138,3.41199541333,6.78291306211,6.78291306211,1,1,3,0.00220160000026,0.115600700025,0.117802300025,0.117743399926,0.118083300069,local_diagnostic_not_submission_grade,13,1,1,1,11,11,11,1,1
intel_lab_full_support,0.25,12,9,3,32,4,4.48733652082,d0,29,C0D853929A0DAB7C8F11BE873737C7A016634087CE1D0A4D09C4010B9C458D3C,"[{""action"":""d0"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""s"",""depth"":1,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""d0""},{""action"":""lm"",""depth"":1,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""d0""},{""action"":""ext"",""depth"":2,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""lm""},{""action"":""bl"",""depth"":2,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""bl""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""ext""},{""action"":""ext"",""depth"":4,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""lm""},{""action"":""d1"",""depth"":4,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""lm""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""d1""},{""action"":""tm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""d1""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""lm""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""lm""},{""action"":""d2"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""tm""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""bl""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""bl""},{""action"":""tm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""d2""},{""action"":""rm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""d2""},{""action"":""fire"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""rm""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""s""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""s""},{""action"":""tr"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tm""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tr""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""rm""}]",1574,2506,2709,225,141,3.41199541333,6.78291306211,6.78291306211,1,1,3,0.00222919997759,0.143168399925,0.145415199921,0.141694599995,0.163357699988,local_diagnostic_not_submission_grade,13,1,1,1,11,11,11,1,1
intel_lab_full_support,0.25,13,9,4,32,4,4.48733652082,d0,29,C0D853929A0DAB7C8F11BE873737C7A016634087CE1D0A4D09C4010B9C458D3C,"[{""action"":""d0"",""depth"":0,""knowledge"":[],""q"":""q0"",""x"":""s""},{""action"":""s"",""depth"":1,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""d0""},{""action"":""lm"",""depth"":1,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""d0""},{""action"":""ext"",""depth"":2,""knowledge"":[[""d0"",1]],""q"":""q0"",""x"":""lm""},{""action"":""bl"",""depth"":2,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""s""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""bl""},{""action"":""lm"",""depth"":3,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""ext""},{""action"":""ext"",""depth"":4,""knowledge"":[[""d0"",0]],""q"":""q0"",""x"":""lm""},{""action"":""d1"",""depth"":4,""knowledge"":[[""d0"",1]],""q"":""q1"",""x"":""lm""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""d1""},{""action"":""tm"",""depth"":5,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""d1""},{""action"":""lm"",""depth"":5,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""ext""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""lm""},{""action"":""bl"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""lm""},{""action"":""d2"",""depth"":6,""knowledge"":[[""d0"",1],[""d1"",1]],""q"":""q1"",""x"":""tm""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""bl""},{""action"":""s"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""bl""},{""action"":""tm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""d2""},{""action"":""rm"",""depth"":7,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""d2""},{""action"":""fire"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",1]],""q"":""q1"",""x"":""rm""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""s""},{""action"":""br"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""s""},{""action"":""tr"",""depth"":8,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tm""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""br""},{""action"":""rm"",""depth"":9,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""tr""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",0]],""q"":""q1"",""x"":""rm""},{""action"":""fire"",""depth"":10,""knowledge"":[[""d0"",1],[""d1"",1],[""d2"",0]],""q"":""q1"",""x"":""rm""}]",2694,4349,4494,929,645,3.41199541333,6.78291306211,6.78291306211,1,1,3,0.00220549991354,0.258824500022,0.261029999936,0.259333099937,0.26856389991,local_diagnostic_not_submission_grade,13,1,1,1,11,11,11,1,1
